,ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
4161,B-804,"1,2-ethanediamine, n,n'-bis(phenylmethyl)-","InChI=1S/C16H20N2/c1-3-7-15(8-4-1)13-17-11-12-18-14-16-9-5-2-6-10-16/h1-10,17-18H,11-14H2",JUHORIMYRDESRB-UHFFFAOYSA-N,C(CNCc1ccccc1)NCc2ccccc2,-1.7865,0.28825,2.0,G3,240.35,2.566,76.2974,18.0,2.0,2.0,2.0,7.0,94.0,2.0,0.0,0.0,2.0,24.06,109.0479902,1.543174095,381.8646529
3603,A-6033,"methyl 3-({4-[(E)-2-(2,4-dinitrophenyl)diazen-1-yl]-3-acetamidophenyl}(3-methoxy-3-oxopropyl)amino)propanoate","InChI=1S/C22H24N6O9/c1-14(29)23-19-12-15(26(10-8-21(30)36-2)11-9-22(31)37-3)4-6-17(19)24-25-18-7-5-16(27(32)33)13-20(18)28(34)35/h4-7,12-13H,8-11H2,1-3H3,(H,23,29)",FIIPIQBWGBRMTN-UHFFFAOYSA-N,COC(=O)CCN(CCC(=O)OC)c1ccc(N=Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)c1,-7.332831336,0.0,1.0,G1,516.467,3.8094,130.1515,37.0,12.0,1.0,15.0,12.0,196.0,2.0,0.0,0.0,2.0,195.94,209.9120004,2.445182656,1211.117366
7751,C-1417,"tetrachlorvinphos;  2-chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate","InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3/b10-5-",UBCKGWBNUIFUST-YHYXMXQVSA-N,CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl,-4.52,0.0,1.0,G1,365.964,5.6015,78.0115,19.0,4.0,0.0,9.0,5.0,106.0,1.0,0.0,0.0,1.0,44.76,130.3048798,3.195069219,538.5763442
7914,C-1737,3-(2-aminoethyl)indole;  tryptamine,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N,NCCC1=C[NH]C2=C1C=CC=C2,-3.3,0.0,1.0,G1,160.22,1.6691,51.0571,12.0,1.0,2.0,2.0,2.0,62.0,2.0,0.0,0.0,2.0,41.81,71.392003,2.548405447,375.9739569
2949,A-4944,1-chloro-4-methylbenzene,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,-3.102385677,0.191765247,4.0,G5,126.586,2.64842,36.189,8.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,54.09961146,3.032455532,143.2466295
864,A-1494,disodium 6-hydroxy-5-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]naphthalene-2-sulfonate,"InChI=1S/C16H12N2O7S2.2Na/c19-15-8-1-10-9-13(27(23,24)25)6-7-14(10)16(15)18-17-11-2-4-12(5-3-11)26(20,21)22;;/h1-9,17H,(H,20,21,22)(H,23,24,25);;/q;2*+1/p-2/b18-16+;;",TXVRKNUZLYFDTJ-DDVLFWKVSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)cc1,-1.376746915,0.0,1.0,G1,452.377,-5.0851,93.0111,29.0,9.0,1.0,13.0,4.0,140.0,2.0,0.0,1.0,3.0,155.86,210.9137457,2.1e-06,1206.329429
7213,C-63,phenol,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1,-0.04,0.023415854,3.0,G5,94.113,1.3922,28.1068,7.0,1.0,1.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,20.23,42.22563687,3.02146531,134.1073697
3893,B-374,parethoxycaine,"InChI=1S/C15H23NO3/c1-4-16(5-2)11-12-19-15(17)13-7-9-14(10-8-13)18-6-3/h7-10H,4-6,11-12H2,1-3H3",OWWVHQUOYSPNNE-UHFFFAOYSA-N,CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-2.7145,0.0,1.0,G1,265.353,2.5839,75.6815,19.0,4.0,0.0,4.0,8.0,106.0,1.0,0.0,0.0,1.0,38.77,114.8643284,2.403266119,371.482006
5150,B-1978,"lactic acid, 2-methyl-, isobutyl ester","InChI=1S/C8H16O3/c1-6(2)5-11-7(9)8(3,4)10/h6,10H,5H2,1-4H3",OMLWQIBXAJLLRC-UHFFFAOYSA-N,CC(C)COC(=O)C(C)(C)O,-0.7276,0.0,1.0,G1,160.213,0.9565,42.0948,11.0,3.0,1.0,3.0,3.0,66.0,0.0,0.0,0.0,0.0,46.53,67.36314691,3.712763519,132.7628219
5002,B-1822,4-methyloctane,"InChI=1S/C9H20/c1-4-6-8-9(3)7-5-2/h9H,4-8H2,1-3H3",DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,-6.0474,0.0,1.0,G1,128.259,3.6128,43.597,9.0,0.0,0.0,0.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0,59.65878794,2.954822573,48.0
4290,B-971,hematein,"InChI=1S/C16H12O6/c17-10-2-1-8-13-9-4-12(19)11(18)3-7(9)5-16(13,21)6-22-15(8)14(10)20/h1-4,17,19-21H,5-6H2",HLUCICHZHWJHLL-UHFFFAOYSA-N,Oc1ccc2c(OCC3(O)CC4=CC(=O)C(=CC4=C23)O)c1O,-2.6994,0.0,1.0,G1,300.266,1.3296,75.5552,22.0,6.0,4.0,6.0,0.0,112.0,1.0,0.0,3.0,4.0,107.22,124.446524,2.029475007,829.2829405
851,A-1474,hexyl 2-hydroxybenzoate,"InChI=1S/C13H18O3/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h5-6,8-9,14H,2-4,7,10H2,1H3",DUKPKQFHJQGTGU-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccccc1O,-5.045878208,0.0,1.0,G1,222.284,3.1293,62.5313,16.0,3.0,1.0,3.0,6.0,88.0,1.0,0.0,0.0,1.0,46.53,96.055299,2.329775813,333.7045208
1364,A-2363,2-azabicyclo[2.2.1]hept-5-en-3-one,"InChI=1S/C6H7NO/c8-6-4-1-2-5(3-4)7-6/h1-2,4-5H,3H2,(H,7,8)",DDUFYKNOXPZZIW-UHFFFAOYSA-N,O=C1NC2CC1C=C2,0.936160808,0.0,1.0,G1,109.128,0.0609,29.1777,8.0,1.0,1.0,2.0,0.0,42.0,0.0,1.0,2.0,2.0,29.1,47.57408054,2.348838763,161.9114705
9025,F-170,2-[(2-amino-3-methylbutanoyl)amino]-3-methylbutanoic acid,"InChI=1S/C10H20N2O3/c1-5(2)7(11)9(13)12-8(6(3)4)10(14)15/h5-8H,11H2,1-4H3,(H,12,13)(H,14,15)",KRNYOVHEKOBTEF-UHFFFAOYSA-N,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,-0.4,0.0,1.0,G1,216.281,0.1951,57.2179,15.0,3.0,3.0,5.0,5.0,88.0,0.0,0.0,0.0,0.0,92.42,90.03076089,4.425354613,238.822
478,A-844,nickel(2+) ion oxalate,"InChI=1S/C2H2O4.Ni/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+2/p-2",DOLZKNFSRCEOFV-UHFFFAOYSA-L,[Ni++].[O-]C(=O)C([O-])=O,-3.556228502,0.298698475,2.0,G3,146.711,-3.5163,10.014,7.0,4.0,0.0,5.0,0.0,42.0,0.0,0.0,0.0,0.0,80.26,49.06245747,0.0,75.69058447
9568,F-989,"5-amino-7-(3-amino-3-methylazetidin-1-yl)-1-cyclopropyl-6,8-difluoro-4-oxoquinoline-3-carboxylic acid","InChI=1S/C17H18F2N4O3/c1-17(21)5-22(6-17)14-10(18)12(20)9-13(11(14)19)23(7-2-3-7)4-8(15(9)24)16(25)26/h4,7H,2-3,5-6,20-21H2,1H3,(H,25,26)",WXMYDHQMJVPNTD-UHFFFAOYSA-N,CC1(N)CN(C2=C(F)C3=C(C(=O)C(C(=O)O)=CN3C3CC3)C(N)=C2F)C1,-4.38,0.0,1.0,G1,364.352,1.4324,92.5721,26.0,6.0,3.0,9.0,3.0,138.0,2.0,2.0,2.0,4.0,114.58,146.3385255,2.067858122,1019.310662
1745,A-2874,sodium oxidooxy-oxoborane hydrate,InChI=1S/BHO3.Na.H2O/c2-1-4-3;;/h3H;;1H2/q;+1;/p-1,MDGXUEVTGARGDK-UHFFFAOYSA-M,O.[Na+].[O-]OB=O,-0.823100201,0.0,1.0,G1,99.814,-5.5777,11.1393,6.0,3.0,0.0,6.0,1.0,30.0,0.0,0.0,0.0,0.0,80.86,57.3051837,-4.5e-08,21.509775
5215,B-2049,"2,3,6-trichlorophenoxyacetic acid","InChI=1S/C8H5Cl3O3/c9-4-1-2-5(10)8(7(4)11)14-3-6(12)13/h1-2H,3H2,(H,12,13)",GQOHYQAHKDLXCV-UHFFFAOYSA-N,OC(=O)COc1c(Cl)ccc(Cl)c1Cl,-2.6198,0.0,1.0,G1,255.484,3.1102,54.6028,14.0,2.0,1.0,6.0,3.0,76.0,1.0,0.0,0.0,1.0,46.53,95.14038711,2.945022769,365.0942913
4839,B-1630,"urea, tetraethyl-","InChI=1S/C9H20N2O/c1-5-10(6-2)9(12)11(7-3)8-4/h5-8H2,1-4H3",UWHSPZZUAYSGTB-UHFFFAOYSA-N,CCN(CC)C(=O)N(CC)CC,-0.6341,0.0,1.0,G1,172.272,1.79,51.238,12.0,1.0,0.0,3.0,4.0,72.0,0.0,0.0,0.0,0.0,23.55,75.33997738,4.122433524,114.490225
5962,B-2896,daimuron,"InChI=1S/C17H20N2O/c1-13-9-11-15(12-10-13)18-16(20)19-17(2,3)14-7-5-4-6-8-14/h4-12H,1-3H3,(H2,18,19,20)",NNYRZQHKCHEXSD-UHFFFAOYSA-N,Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,-5.3495,0.0,1.0,G1,268.36,4.05182,82.8014,20.0,1.0,2.0,3.0,3.0,104.0,2.0,0.0,0.0,2.0,41.13,119.5744544,2.020928592,573.6988162
480,A-851,"1,4-dimethyl 2-aminobenzene-1,4-dicarboxylate","InChI=1S/C10H11NO4/c1-14-9(12)6-3-4-7(8(11)5-6)10(13)15-2/h3-5H,11H2,1-2H3",DSSKDXUDARIMTR-UHFFFAOYSA-N,COC(=O)c1ccc(c(N)c1)C(=O)OC,-3.718503765,0.0,1.0,G1,209.201,0.842,53.5334,15.0,5.0,1.0,5.0,2.0,80.0,1.0,0.0,0.0,1.0,78.62,86.78119693,3.082627654,400.4089037
7609,C-1130,n-(hydroxymethyl)benzamide,"InChI=1S/C8H9NO2/c10-6-9-8(11)7-4-2-1-3-5-7/h1-5,10H,6H2,(H,9,11)",UOUBPDZUBVJZOQ-UHFFFAOYSA-N,OCNC(=O)C1=CC=CC=C1,-0.52,0.0,1.0,G1,151.165,0.3662,40.994,11.0,2.0,2.0,3.0,2.0,58.0,1.0,0.0,0.0,1.0,49.33,64.66690538,2.69300795,233.1071909
6948,B-4260,propylamine,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",WGYKZJWCGVVSQN-UHFFFAOYSA-N,CCCN,1.2283,0.0,1.0,G1,59.112,0.3551,19.3454,4.0,1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,26.02,26.80902595,1.974744871,5.245112498
4088,B-704,"benzaldehyde, 4-ethoxy-3-methoxy-","InChI=1S/C10H12O3/c1-3-13-9-5-4-8(7-11)6-10(9)12-2/h4-7H,3H2,1-2H3",BERFDQAMXIBOHM-UHFFFAOYSA-N,CCOc1ccc(C=O)cc1OC,-2.1913,0.0,1.0,G1,180.203,1.9064,49.5505,13.0,3.0,0.0,3.0,4.0,70.0,1.0,0.0,0.0,1.0,35.53,77.27978414,2.998837783,294.2213743
9089,F-291,"[(~{Z})-2-chloro-1-(2,4,5-trichlorophenyl)ethenyl] dimethyl phosphate","InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3",UBCKGWBNUIFUST-UHFFFAOYSA-N,COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1,-4.52,0.0,1.0,G1,365.964,5.6015,78.0115,19.0,4.0,0.0,9.0,5.0,106.0,1.0,0.0,0.0,1.0,44.76,130.3048798,3.195069219,538.5763442
8205,C-2179,"2,4,4',6-tetrachlorodiphenyl  ether",InChI=1S/C12H6Cl4O/c13-7-1-3-9(4-2-7)17-12-10(15)5-8(14)6-11(12)16/h1-6H,YCWRSOTXXJYCKF-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C=C1,-6.83,0.0,1.0,G1,307.991,6.0925,72.998,17.0,1.0,0.0,5.0,2.0,88.0,2.0,0.0,0.0,2.0,9.23,118.8151075,2.328198437,513.6970467
7477,C-848,disopyramide,"InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)",UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,-1.7,0.0,1.0,G1,339.483,3.3619,102.2484,25.0,3.0,1.0,4.0,8.0,134.0,2.0,0.0,0.0,2.0,59.22,150.6188129,2.502189299,620.5552218
7207,C-43,hexachloroethane,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",VHHHONWQHHHLTI-UHFFFAOYSA-N,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.94,0.338436172,3.0,G5,236.74,3.7268,40.58,8.0,0.0,0.0,6.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,76.9237905,4.020391543,61.509775
4147,B-786,"1,3-diphenyl-1-triazene","InChI=1S/C12H11N3/c1-3-7-11(8-4-1)13-15-14-12-9-5-2-6-10-12/h1-10H,(H,13,14)",ALIFPGGMJDWMJH-UHFFFAOYSA-N,N(N=Nc1ccccc1)c2ccccc2,-2.596,0.0,1.0,G1,197.241,3.7974,61.0227,15.0,2.0,1.0,3.0,3.0,74.0,2.0,0.0,0.0,2.0,36.75,88.45527337,1.968643821,423.1349243
2984,A-5003,1-benzyl-N-phenylpiperidin-4-amine,"InChI=1S/C18H22N2/c1-3-7-16(8-4-1)15-20-13-11-18(12-14-20)19-17-9-5-2-6-10-17/h1-10,18-19H,11-15H2",FSXGJIFBTBJMHV-UHFFFAOYSA-N,C1CN(CCC1Nc2ccccc2)Cc3ccccc3,-3.954222946,0.0,1.0,G1,266.388,3.7631,84.8057,20.0,2.0,1.0,2.0,4.0,104.0,2.0,1.0,1.0,3.0,15.27,120.9820147,1.47429254,451.956136
6776,B-4004,"1,4-dimethylnaphthalene","InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3",APQSQLNWAIULLK-UHFFFAOYSA-N,Cc1ccc(C)c2ccccc12,-4.1369,0.0,1.0,G1,156.228,3.45664,53.422,12.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,72.84295188,2.946471325,372.8078662
8162,C-2117,7-theophyllinylmethyl  acetate;  7-(acetoxymethyl)theophylline,"InChI=1S/C10H12N4O4/c1-6(15)18-5-14-4-11-8-7(14)9(16)13(3)10(17)12(8)2/h4H,5H2,1-3H3",BKXGMMLAXFAIGQ-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C([N](COC(C)=O)C=N2)C1=O,-1.83,0.0,1.0,G1,252.23,-1.0457,61.981,18.0,8.0,0.0,8.0,2.0,96.0,2.0,0.0,0.0,2.0,88.12,101.0339086,2.69624036,736.6412409
8968,F-72,"3,3-diethylpiperidine-2,6-dione","InChI=1S/C9H15NO2/c1-3-9(4-2)6-5-7(11)10-8(9)12/h3-6H2,1-2H3,(H,10,11,12)",CKCSUNHTSMNWOK-UHFFFAOYSA-N,CCC1(CC)CCC(=O)NC1=O,-4.53,0.0,1.0,G1,169.224,1.2294,45.3987,12.0,2.0,1.0,3.0,2.0,68.0,0.0,1.0,1.0,1.0,46.17,72.52586317,2.770404972,206.574075
3100,A-5167,tris(2-hydroxyethyl)azanium acetate,"InChI=1S/C6H15NO3.C2H4O2/c8-4-1-7(2-5-9)3-6-10;1-2(3)4/h8-10H,1-6H2;1H3,(H,3,4)",UPCXAARSWVHVLY-UHFFFAOYSA-N,CC(O)=O.OCCN(CCO)CCO,0.679351138,0.238560627,2.0,G3,209.242,-1.6438,51.0072,14.0,5.0,4.0,6.0,6.0,86.0,0.0,0.0,0.0,0.0,101.23,83.39796776,0.0,112.6353838
6171,B-3129,"2,2',4,5,5'-pentabromobiphenyl",InChI=1S/C12H5Br5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,OELBLPCWLAWABI-UHFFFAOYSA-N,Brc1ccc(Br)c(c1)c2cc(Br)c(Br)cc2Br,-9.7256,0.0,1.0,G1,548.692,7.1661,90.378,17.0,0.0,0.0,5.0,1.0,88.0,2.0,0.0,0.0,2.0,0.0,141.8262354,2.677954092,577.3489384
1045,A-1801,cadmium(2+) ion sulfanediide,InChI=1S/Cd.S,CJOBVZJTOIVNNF-UHFFFAOYSA-N,S=[Cd],-4.080623481,0.0,1.0,G1,144.479,0.6457,7.591,2.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,32.37979013,2.0,2.0
5124,B-1951,"thiocyanic acid, 4-aminophenyl ester","InChI=1S/C7H6N2S/c8-5-10-7-3-1-6(9)2-4-7/h1-4H,9H2",NJYFRQQXXXRJHK-UHFFFAOYSA-N,Nc1ccc(SC#N)cc1,-2.6015,0.0,1.0,G1,150.206,1.84198,42.3244,10.0,3.0,1.0,3.0,1.0,50.0,1.0,0.0,0.0,1.0,49.81,63.65192564,2.814322524,247.3037713
1963,A-3235,4-(vinyloxy)butan-1-ol,"InChI=1S/C6H12O2/c1-2-8-6-4-3-5-7/h2,7H,1,3-6H2",HMBNQNDUEFFFNZ-UHFFFAOYSA-N,OCCCCOC=C,-0.18999534,0.0,1.0,G1,116.16,0.919,32.4688,8.0,2.0,1.0,2.0,5.0,48.0,0.0,0.0,0.0,0.0,29.46,49.78213755,2.61629309,52.490225
9843,G-1034,RTI 13,"InChI=1S/C15H13F3N4O/c1-3-22-12-9(5-4-6-19-12)14(23)21-11-10(15(16,17)18)7-8(2)20-13(11)22/h4-7H,3H2,1-2H3,(H,21,23)",KDDQDUIBYASSFC-UHFFFAOYSA-N,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,0.0,1.0,G1,322.29,3.52752,78.8462,23.0,4.0,1.0,8.0,1.0,120.0,2.0,0.0,1.0,3.0,58.12,129.7144969,2.331666499,788.7768362
1923,A-3171,sodium nitrite,"InChI=1S/HNO2.Na/c2-1-3;/h(H,2,3);/q;+1/p-1",LPXPTNMVRIOKMN-UHFFFAOYSA-M,[Na+].[O-]N=O,1.074996233,0.046406931,3.0,G5,68.995,-2.7454,9.162,4.0,3.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,52.49,45.23071277,0.0,13.509775
5842,B-2762,"3,3',4,4',5,5'-pcb",InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,ZHLICBPIXDOFFG-UHFFFAOYSA-N,Clc1cc(cc(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2,-8.8498,0.0,1.0,G1,360.882,7.274,81.938,18.0,0.0,0.0,6.0,1.0,94.0,2.0,0.0,0.0,2.0,0.0,134.3080947,2.625182066,518.4500799
6111,B-3065,"thiourea, cyano-","InChI=1S/C2H3N3S/c3-1-5-2(4)6/h(H3,4,5,6)",SSGODMHQNTWPOX-UHFFFAOYSA-N,NC(=S)NC#N,-0.0049,0.0,1.0,G1,101.134,-0.69932,25.5341,6.0,2.0,2.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,61.84,40.74530595,3.127579952,91.45654517
9072,F-255,"(2~{Z})-2-(1,3-thiazole-2-carbonylhydrazinylidene)propanoic acid","InChI=1S/C7H7N3O3S/c1-4(7(12)13)9-10-5(11)6-8-2-3-14-6/h2-3H,1H3,(H,10,11)(H,12,13)",XOYLOFFMDZQQKI-UHFFFAOYSA-N,CC(=NNC(=O)C1=NC=CS1)C(=O)O,-1.93,0.0,1.0,G1,213.218,0.3334,50.325,14.0,5.0,2.0,7.0,3.0,74.0,1.0,0.0,0.0,1.0,91.65,83.28378147,2.591365621,371.5415557
2809,A-4691,"1,1,1,2-tetrafluoroethane","InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",LVGUZGTVOIAKKC-UHFFFAOYSA-N,FCC(F)(F)F,-2.008727887,0.0,1.0,G1,102.03,1.5182,12.03,6.0,0.0,0.0,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,31.76633475,3.168489873,35.30296891
4146,B-785,4-amino-4'-chlorodiphenyl,"InChI=1S/C12H10ClN/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,14H2",OREQWMWYRYXCDF-UHFFFAOYSA-N,Nc1ccc(cc1)c2ccc(Cl)cc2,-4.6383,0.0,1.0,G1,203.672,3.5892,61.3004,14.0,1.0,1.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,26.02,88.13165425,2.39650904,373.5796467
9327,F-660,3-(3-hydroxyphenyl)sulfonylphenol,"InChI=1S/C12H10O4S/c13-9-3-1-5-11(7-9)17(15,16)12-6-2-4-10(14)8-12/h1-8,13-14H",OQYYLPLRBBDFLA-UHFFFAOYSA-N,O=S(=O)(C1=CC(O)=CC=C1)C1=CC(O)=CC=C1,-2.33,0.0,1.0,G1,250.275,1.9306,61.6654,17.0,4.0,2.0,5.0,2.0,88.0,2.0,0.0,0.0,2.0,74.6,98.70236321,2.578165751,595.5601342
6828,B-4083,"2,2'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H,JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1ccccc1c2ccccc2Cl,-5.0813,0.396765727,3.0,G5,223.102,4.6604,61.898,14.0,0.0,0.0,2.0,1.0,70.0,2.0,0.0,0.0,2.0,0.0,93.09502978,2.608847827,406.0796467
7336,C-451,carbofuran,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N,CNC(=O)OC1=C2OC(C)(C)CC2=CC=C1,-2.42,0.660050383,4.0,G4,221.256,2.1183,59.9367,16.0,3.0,1.0,4.0,1.0,86.0,1.0,0.0,1.0,2.0,47.56,94.5536994,2.298082754,426.2720914
5873,B-2796,tebutam,"InChI=1S/C15H23NO/c1-12(2)16(14(17)15(3,4)5)11-13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3",RJKCKKDSSSRYCB-UHFFFAOYSA-N,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,-2.4704,0.0,1.0,G1,233.355,3.4697,71.583,17.0,1.0,0.0,2.0,3.0,94.0,1.0,0.0,0.0,1.0,20.31,104.6372379,2.851501152,362.2582515
6308,B-3284,diniconazole,"InChI=1S/C15H17Cl2N3O/c1-15(2,3)14(21)13(20-9-18-8-19-20)6-10-4-5-11(16)7-12(10)17/h4-9,14,21H,1-3H3/b13-6+",FBOUIAKEJMZPQG-AWNIVKPZSA-N,CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1Cl)n2cncn2,-4.9115,0.0,1.0,G1,326.227,3.99,86.1128,21.0,4.0,1.0,6.0,3.0,112.0,2.0,0.0,0.0,2.0,50.94,133.5811367,2.517748817,645.4334957
6009,B-2950,"1,1'-biphenyl, 2,2',3,3',4,5,6,6'-octachloro-",InChI=1S/C12H2Cl8/c13-3-1-2-4(14)7(15)5(3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,HHXNVASVVVNNDG-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-9.1,0.0,1.0,G1,429.772,8.5808,91.958,20.0,0.0,0.0,8.0,1.0,106.0,2.0,0.0,0.0,2.0,0.0,154.9146271,2.94820005,678.3291147
8918,E-1224,"6-Methyl-2,4-heptadione","InChI=1S/C8H14O2/c1-6(2)4-8(10)5-7(3)9/h6H,4-5H2,1-3H3",IGMOYJSFRIASIE-UHFFFAOYSA-N,CC(C)CC(=O)CC(=O)C,-1.6,0.0,1.0,G1,142.198,1.5807,39.76,10.0,2.0,0.0,2.0,4.0,58.0,0.0,0.0,0.0,0.0,34.14,61.61689003,3.543995268,136.1930176
6385,B-3366,"1(3h)-isobenzofuranone, 3,3-dimethyl-6-nitro-","InChI=1S/C10H9NO4/c1-10(2)8-4-3-6(11(13)14)5-7(8)9(12)15-10/h3-5H,1-2H3",FENLPGARWVQRJL-UHFFFAOYSA-N,CC1(C)OC(=O)c2cc(ccc12)[N+]([O-])=O,-3.0516,0.0,1.0,G1,207.185,2.0003,51.5379,15.0,4.0,0.0,5.0,1.0,78.0,1.0,0.0,1.0,2.0,69.44,85.81338348,2.603303854,464.4902346
5847,B-2767,2-ethylacetanilide,"InChI=1S/C10H13NO/c1-3-9-6-4-5-7-10(9)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",ZXOVAGUQXNXKHF-UHFFFAOYSA-N,CCc1ccccc1NC(C)=O,-1.5906,0.0,1.0,G1,163.22,2.2074,50.1237,12.0,1.0,1.0,2.0,2.0,64.0,1.0,0.0,0.0,1.0,29.1,72.60255586,2.8889413,280.9219978
5680,B-2576,cinmetacin,"InChI=1S/C21H19NO4/c1-14-17(13-21(24)25)18-12-16(26-2)9-10-19(18)22(14)20(23)11-8-15-6-4-3-5-7-15/h3-12H,13H2,1-2H3,(H,24,25)/b11-8+",NKPPORKKCMYYTO-DHZHZOJOSA-N,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)\C=C\c3ccccc3,-5.5433,0.0,1.0,G1,349.386,3.93902,100.6693,26.0,4.0,1.0,5.0,5.0,132.0,3.0,0.0,0.0,3.0,68.53,150.6851087,2.096537532,999.7730263
3343,A-5499,"2-hydroxy-1-{1-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,3,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one","InChI=1S/C26H32O4/c1-23(2)15-26(7,18-11-8-16(9-12-18)21(27)24(3,4)29)19-13-10-17(14-20(19)23)22(28)25(5,6)30/h8-14,29-30H,15H2,1-7H3",MRBZZNMTRWISRD-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3cc(ccc23)C(=O)C(C)(C)O,-5.93729046,0.0,1.0,G1,408.538,4.5811,118.2376,30.0,4.0,2.0,4.0,5.0,160.0,2.0,0.0,1.0,3.0,74.6,178.5033675,2.050728239,1000.809608
